Delivery_person_Age,Delivery_person_Ratings,Weatherconditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken,pick_time,distance
36.0,4.9,Cloudy,Medium,2,Snack,scooter,2.0,No,Metropolitian,31,17,13.184
37.0,3.8,Sandstorms,Jam,1,Snack,motorcycle,2.0,No,Metropolitian,42,20,20.857
38.0,4.7,Stormy,Jam,2,Meal,scooter,1.0,No,Urban,12,22,9.193
38.0,4.9,Cloudy,High,2,Snack,scooter,2.0,No,Metropolitian,25,13,6.232
37.0,4.4,Sandstorms,Jam,0,Drinks,motorcycle,2.0,No,Metropolitian,39,22,11.905
21.0,4.9,Fog,Low,2,Buffet,scooter,2.0,No,Metropolitian,21,23,13.682
35.0,4.9,Fog,Medium,2,Meal,scooter,1.0,No,Metropolitian,18,18,4.469
22.0,4.8,Sandstorms,Jam,1,Snack,scooter,2.0,No,Urban,22,20,13.406
28.0,4.8,Fog,Low,0,Buffet,motorcycle,2.0,No,Metropolitian,23,8,3.074
39.0,4.0,Stormy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,48,17,20.207
29.0,4.5,Windy,Low,1,Snack,scooter,1.0,No,Urban,13,22,12.42
39.0,4.6,Sandstorms,High,2,Drinks,motorcycle,2.0,No,Metropolitian,32,11,3.105
25.0,4.9,Sandstorms,Jam,2,Snack,scooter,1.0,No,Urban,16,21,20.206
34.0,5.0,Cloudy,Medium,2,Snack,scooter,1.0,No,Urban,19,17,4.674
22.0,4.8,Sunny,Low,1,Drinks,motorcycle,2.0,No,Metropolitian,18,9,3.105
27.0,5.0,Windy,Jam,0,Buffet,motorcycle,2.0,No,Metropolitian,27,21,10.444
28.0,4.5,Sunny,Medium,0,Drinks,motorcycle,2.0,No,Urban,25,17,10.711
32.0,5.0,Stormy,Medium,2,Drinks,scooter,2.0,No,Metropolitian,31,18,4.674
30.0,4.7,Fog,Jam,2,Drinks,scooter,2.0,No,Metropolitian,39,19,16.601
27.0,4.6,Sunny,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,20,18,10.757
35.0,3.9,Windy,Jam,1,Snack,motorcycle,3.0,No,Metropolitian,38,20,12.237
22.0,4.6,Windy,Low,1,Buffet,motorcycle,2.0,No,Metropolitian,19,23,4.664
35.0,4.7,Sunny,Jam,2,Drinks,scooter,2.0,No,Metropolitian,17,21,4.718
30.0,4.6,Cloudy,Low,0,Buffet,motorcycle,1.0,No,Urban,24,10,1.515
39.0,4.8,Fog,High,2,Drinks,scooter,2.0,No,Urban,26,11,3.109
33.0,4.8,Sandstorms,Medium,2,Meal,motorcycle,2.0,No,Metropolitian,28,18,9.22
20.0,4.7,Sandstorms,Medium,2,Snack,scooter,2.0,No,Urban,16,17,12.257
20.0,4.7,Fog,Medium,2,Buffet,motorcycle,1.0,No,Urban,17,18,4.718
34.0,4.2,Windy,Low,0,Snack,motorcycle,1.0,No,Urban,24,23,9.327
22.0,4.7,Windy,Medium,0,Meal,motorcycle,2.0,No,Metropolitian,24,17,10.881
37.0,4.3,Stormy,High,2,Meal,scooter,2.0,No,Metropolitian,34,12,2.98
20.0,4.8,Cloudy,Low,1,Snack,motorcycle,2.0,No,Urban,16,9,1.53
33.0,4.9,Windy,Low,1,Drinks,motorcycle,2.0,No,Metropolitian,26,22,7.602
21.0,5.0,Fog,Medium,1,Drinks,motorcycle,2.0,No,Metropolitian,25,17,19.661
33.0,4.6,Fog,Medium,0,Meal,motorcycle,3.0,No,Metropolitian,49,17,10.602
24.0,4.6,Windy,Medium,2,Snack,scooter,1.0,No,Urban,24,18,12.42
36.0,4.7,Sandstorms,High,2,Meal,scooter,3.0,No,Metropolitian,32,12,3.145
30.0,4.6,Sunny,Medium,0,Buffet,motorcycle,2.0,No,Metropolitian,26,19,4.589
32.0,4.9,Sandstorms,Low,1,Buffet,scooter,2.0,No,Metropolitian,24,24,13.83
28.0,4.6,Stormy,Jam,2,Drinks,scooter,1.0,No,Metropolitian,16,19,19.976
21.0,4.7,Windy,Jam,2,Drinks,scooter,2.0,No,Metropolitian,27,20,19.374
39.0,4.9,Fog,High,0,Drinks,motorcycle,2.0,No,Metropolitian,25,11,3.053
32.0,4.7,Cloudy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,26,9,3.105
20.0,4.5,Sandstorms,Jam,1,Buffet,scooter,2.0,No,Urban,25,19,9.179
28.0,4.7,Fog,Low,0,Meal,motorcycle,2.0,No,Metropolitian,26,22,4.718
36.0,5.0,Fog,Low,2,Meal,scooter,2.0,No,Urban,15,8,1.49
28.0,4.8,Sunny,Low,1,Buffet,scooter,2.0,No,Urban,18,11,3.105
32.0,4.5,Fog,Jam,0,Buffet,motorcycle,2.0,No,Metropolitian,30,20,7.661
39.0,4.4,Cloudy,Jam,1,Drinks,scooter,2.0,No,Metropolitian,46,20,17.076
30.0,4.7,Windy,Low,0,Drinks,motorcycle,2.0,No,Metropolitian,24,22,16.721
32.0,4.4,Sandstorms,Medium,0,Drinks,motorcycle,2.0,No,Metropolitian,37,16,6.128
23.0,4.6,Windy,Jam,0,Snack,motorcycle,2.0,No,Metropolitian,27,21,13.611
21.0,4.8,Windy,Medium,2,Buffet,scooter,2.0,No,Metropolitian,27,15,6.119
31.0,4.2,Windy,Medium,2,Meal,scooter,2.0,No,Metropolitian,32,17,9.074
37.0,4.6,Stormy,High,2,Buffet,scooter,2.0,No,Urban,28,12,3.059
20.0,4.5,Sandstorms,Jam,0,Drinks,motorcycle,2.0,No,Metropolitian,29,20,7.602
28.0,4.5,Sandstorms,Low,0,Snack,motorcycle,2.0,No,Metropolitian,27,10,1.49
22.0,4.9,Cloudy,Low,1,Snack,motorcycle,1.0,No,Metropolitian,11,8,1.555
20.0,4.7,Cloudy,Medium,1,Buffet,motorcycle,2.0,No,Urban,13,17,9.22
34.0,4.8,Windy,Low,1,Buffet,scooter,2.0,No,Metropolitian,27,22,19.619
38.0,4.8,Windy,High,1,Snack,scooter,2.0,No,Metropolitian,25,12,6.209
32.0,4.5,Cloudy,High,2,Buffet,motorcycle,2.0,No,Metropolitian,27,12,6.036
34.0,4.9,Sunny,Low,2,Snack,scooter,2.0,No,Metropolitian,26,23,16.853
33.0,3.9,Windy,Medium,2,Meal,scooter,2.0,No,Metropolitian,32,17,13.613
34.0,4.5,Windy,Low,1,Meal,motorcycle,2.0,No,Metropolitian,25,10,3.025
32.0,4.6,Stormy,Jam,2,Meal,motorcycle,2.0,No,Metropolitian,32,22,4.718
33.0,4.7,Sunny,Low,1,Drinks,scooter,3.0,Yes,Metropolitian,42,23,10.867
34.0,4.7,Sunny,Jam,0,Drinks,motorcycle,2.0,No,Metropolitian,29,20,7.773
26.0,4.6,Cloudy,Jam,1,Buffet,scooter,1.0,No,Metropolitian,32,19,10.641
31.0,4.0,Cloudy,Low,0,Drinks,motorcycle,2.0,No,Metropolitian,35,23,12.421
39.0,4.8,Sunny,High,0,Drinks,motorcycle,2.0,No,Metropolitian,27,15,6.081
27.0,4.8,Sunny,Low,1,Meal,motorcycle,1.0,No,Metropolitian,15,8,1.573
32.0,5.0,Cloudy,Jam,2,Buffet,scooter,2.0,No,Urban,27,22,7.683
32.0,4.5,Stormy,Medium,0,Meal,motorcycle,2.0,No,Metropolitian,30,17,7.568
39.0,4.1,Sunny,Medium,0,Snack,motorcycle,2.0,No,Metropolitian,32,18,10.565
36.0,4.8,Stormy,Low,2,Meal,scooter,1.0,No,Metropolitian,25,10,1.532
37.0,4.1,Windy,Medium,0,Buffet,motorcycle,2.0,No,Metropolitian,38,18,4.657
37.0,4.8,Fog,Jam,1,Meal,scooter,2.0,No,Metropolitian,26,21,9.054
38.0,3.7,Stormy,Jam,1,Meal,motorcycle,2.0,No,Metropolitian,31,20,16.853
28.0,4.7,Stormy,High,2,Drinks,scooter,2.0,No,Metropolitian,28,11,3.018
34.0,3.8,Stormy,Medium,1,Meal,scooter,1.0,No,Metropolitian,31,18,16.852
32.0,4.9,Cloudy,Low,1,Buffet,motorcycle,2.0,No,Metropolitian,29,23,17.075
22.0,4.7,Windy,Low,1,Buffet,motorcycle,1.0,No,Urban,17,23,8.938
31.0,4.0,Windy,Medium,0,Drinks,motorcycle,4.0,Yes,Metropolitian,45,17,13.62
27.0,4.0,Sandstorms,Medium,0,Meal,motorcycle,2.0,No,Metropolitian,34,19,12.435
29.0,4.9,Windy,Jam,1,Drinks,scooter,1.0,No,Metropolitian,24,19,17.137
38.0,4.8,Sandstorms,Jam,0,Meal,motorcycle,4.0,No,Metropolitian,44,21,9.348
35.0,4.8,Cloudy,Jam,2,Snack,motorcycle,3.0,No,Metropolitian,36,21,7.602
31.0,4.9,Sunny,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,28,20,4.658
30.0,4.3,Windy,Medium,1,Drinks,scooter,3.0,No,Metropolitian,37,18,13.97
24.0,4.9,Fog,Medium,1,Snack,motorcycle,1.0,No,Urban,10,18,9.435
33.0,4.8,Stormy,Low,2,Drinks,motorcycle,1.0,No,Urban,23,23,13.83
29.0,4.6,Sandstorms,Low,0,Meal,motorcycle,1.0,No,Metropolitian,22,23,10.279
38.0,4.6,Stormy,High,2,Snack,scooter,2.0,No,Metropolitian,26,12,6.118
26.0,4.9,Sandstorms,Jam,0,Drinks,motorcycle,2.0,No,Metropolitian,34,20,9.056
39.0,4.8,Sandstorms,Medium,2,Buffet,scooter,1.0,No,Metropolitian,26,16,6.29
24.0,4.5,Fog,Low,0,Snack,motorcycle,2.0,No,Metropolitian,21,23,17.298
34.0,4.2,Stormy,Low,0,Meal,motorcycle,2.0,No,Metropolitian,28,23,9.193
26.0,4.7,Windy,Low,2,Snack,motorcycle,1.0,No,Metropolitian,14,22,8.943
35.0,4.7,Cloudy,Medium,2,Meal,motorcycle,2.0,No,Metropolitian,17,15,6.051
36.0,4.2,Sandstorms,Medium,0,Drinks,motorcycle,2.0,No,Metropolitian,37,18,4.658
24.0,2.6,Sunny,Low,1,Drinks,motorcycle,2.0,Yes,Metropolitian,42,22,16.66
28.0,4.7,Sunny,Medium,0,Snack,motorcycle,1.0,No,Urban,17,17,11.008
33.0,4.3,Cloudy,Medium,1,Meal,motorcycle,2.0,No,Metropolitian,34,17,16.826
26.0,4.6,Windy,Medium,1,Buffet,motorcycle,2.0,No,Metropolitian,25,18,16.788
32.0,5.0,Windy,Jam,1,Buffet,scooter,2.0,No,Urban,30,19,17.074
37.0,4.9,Fog,Jam,0,Meal,motorcycle,3.0,No,Metropolitian,48,19,13.404
26.0,4.9,Stormy,Low,2,Drinks,scooter,2.0,No,Metropolitian,18,24,20.285
31.0,4.8,Stormy,Low,1,Drinks,scooter,1.0,No,Metropolitian,28,23,20.254
37.0,4.6,Stormy,Medium,1,Buffet,motorcycle,2.0,No,Urban,26,17,13.971
26.0,4.7,Sunny,Jam,2,Drinks,scooter,1.0,No,Urban,16,22,16.827
37.0,4.8,Cloudy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,25,20,4.538
22.0,4.6,Sunny,Jam,2,Drinks,motorcycle,1.0,No,Metropolitian,22,20,20.443
21.0,4.4,Windy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,15,22,4.561
22.0,4.0,Sandstorms,Low,0,Snack,motorcycle,2.0,No,Urban,28,9,1.552
38.0,4.5,Windy,Low,1,Meal,motorcycle,2.0,No,Urban,20,10,1.552
28.0,4.0,Stormy,High,0,Buffet,motorcycle,2.0,No,Metropolitian,32,13,6.209
29.0,4.7,Sandstorms,Jam,1,Meal,scooter,1.0,No,Urban,17,20,20.443
31.0,4.9,Cloudy,High,1,Drinks,motorcycle,2.0,No,Metropolitian,38,12,6.059
24.0,4.8,Cloudy,Low,2,Snack,scooter,1.0,No,Metropolitian,14,8,3.041
33.0,4.8,Windy,Medium,1,Buffet,motorcycle,2.0,No,Metropolitian,26,15,6.29
26.0,4.9,Sandstorms,Jam,0,Snack,motorcycle,2.0,No,Metropolitian,30,19,13.789
23.0,4.7,Windy,Low,1,Meal,scooter,2.0,No,Metropolitian,28,22,12.074
20.0,4.7,Cloudy,Jam,1,Snack,scooter,2.0,No,Metropolitian,29,19,7.79
29.0,4.8,Windy,Low,1,Buffet,scooter,1.0,No,Urban,12,22,19.762
32.0,4.0,Windy,Medium,0,Buffet,motorcycle,4.0,Yes,Urban,49,18,10.867
20.0,4.9,Fog,Medium,0,Meal,motorcycle,2.0,No,Metropolitian,42,17,16.66
26.0,5.0,Sandstorms,Medium,2,Meal,scooter,2.0,No,Urban,24,19,10.867
38.0,4.8,Cloudy,Jam,2,Buffet,motorcycle,2.0,No,Metropolitian,46,20,16.721
34.0,4.6,Sandstorms,High,2,Meal,scooter,2.0,No,Urban,27,13,6.177
27.0,4.5,Stormy,Low,1,Snack,motorcycle,1.0,No,Metropolitian,13,8,2.98
29.0,5.0,Windy,Jam,1,Drinks,motorcycle,2.0,No,Metropolitian,25,21,10.593
24.0,4.9,Windy,Jam,2,Drinks,motorcycle,2.0,No,Urban,24,19,19.761
21.0,4.9,Cloudy,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,12,8,1.513
33.0,4.4,Windy,Low,0,Drinks,motorcycle,2.0,No,Metropolitian,24,9,1.465
35.0,4.7,Sandstorms,Jam,1,Meal,motorcycle,2.0,No,Metropolitian,29,21,9.056
35.0,4.7,Stormy,Low,2,Snack,scooter,2.0,No,Metropolitian,18,23,12.464
32.0,4.7,Stormy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,13,18,4.663
29.0,4.8,Cloudy,Low,1,Drinks,motorcycle,2.0,No,Metropolitian,23,23,10.707
21.0,4.9,Windy,Low,0,Buffet,motorcycle,2.0,No,Metropolitian,19,23,12.256
29.0,4.6,Windy,Jam,0,Meal,motorcycle,2.0,No,Urban,29,21,17.079
22.0,4.7,Sunny,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,24,20,13.973
24.0,4.4,Cloudy,Jam,2,Meal,scooter,1.0,No,Metropolitian,40,21,11.905
23.0,4.9,Stormy,High,2,Snack,scooter,1.0,No,Metropolitian,22,11,1.554
27.0,4.6,Windy,High,2,Drinks,scooter,2.0,No,Urban,12,11,1.552
33.0,4.1,Sandstorms,Medium,0,Drinks,motorcycle,2.0,No,Metropolitian,43,18,12.465
35.0,4.6,Windy,Medium,2,Meal,scooter,2.0,No,Metropolitian,26,18,16.902
21.0,4.7,Windy,Medium,1,Buffet,scooter,1.0,No,Metropolitian,27,17,4.674
39.0,4.4,Fog,Low,0,Meal,motorcycle,3.0,No,Metropolitian,35,22,13.97
34.0,4.8,Windy,Low,2,Drinks,scooter,2.0,No,Metropolitian,27,22,7.761
29.0,4.9,Cloudy,High,0,Drinks,motorcycle,2.0,No,Urban,27,12,6.081
20.0,4.7,Fog,Low,1,Buffet,scooter,1.0,No,Metropolitian,17,8,3.06
20.0,4.8,Sandstorms,Low,0,Drinks,motorcycle,1.0,No,Urban,17,22,11.008
30.0,4.7,Sunny,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,15,24,9.054
37.0,4.7,Fog,Jam,2,Buffet,scooter,2.0,No,Metropolitian,39,21,19.087
39.0,4.6,Stormy,Jam,1,Drinks,motorcycle,2.0,No,Metropolitian,25,20,4.538
26.0,5.0,Sunny,Medium,0,Drinks,motorcycle,2.0,No,Metropolitian,18,17,16.904
32.0,4.9,Cloudy,Medium,0,Meal,motorcycle,4.0,Yes,Urban,48,18,12.58
21.0,4.7,Fog,Low,2,Drinks,scooter,1.0,No,Metropolitian,28,23,13.788
35.0,4.8,Sandstorms,Low,2,Snack,scooter,1.0,No,Metropolitian,29,10,3.105
39.0,4.6,Sandstorms,Medium,2,Buffet,motorcycle,1.0,No,Urban,32,18,4.527
39.0,5.0,Cloudy,Low,0,Meal,motorcycle,2.0,No,Metropolitian,41,23,20.184
27.0,4.9,Cloudy,Jam,0,Drinks,motorcycle,3.0,No,Metropolitian,39,21,10.924
33.0,4.8,Fog,Medium,2,Drinks,scooter,1.0,No,Metropolitian,16,18,4.657
33.0,4.8,Fog,Jam,0,Meal,motorcycle,4.0,No,Metropolitian,48,21,19.977
37.0,4.7,Cloudy,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,40,17,10.868
20.0,4.6,Stormy,Low,1,Drinks,motorcycle,1.0,No,Urban,11,8,3.116
20.0,4.6,Sunny,Jam,2,Buffet,motorcycle,2.0,No,Urban,19,22,12.58
31.0,4.2,Cloudy,Jam,1,Drinks,scooter,2.0,No,Urban,35,21,10.725
27.0,4.6,Sunny,High,2,Buffet,scooter,1.0,No,Metropolitian,16,11,3.116
37.0,4.9,Fog,Medium,1,Drinks,scooter,1.0,No,Urban,15,17,7.573
34.0,4.4,Stormy,Jam,2,Buffet,scooter,2.0,No,Urban,31,22,7.763
25.0,4.7,Fog,Low,1,Snack,motorcycle,1.0,No,Urban,11,22,9.348
37.0,4.7,Cloudy,Low,0,Meal,motorcycle,2.0,No,Urban,22,22,7.632
23.0,4.7,Stormy,Low,1,Meal,scooter,2.0,No,Metropolitian,16,23,10.924
27.0,5.0,Fog,High,0,Drinks,motorcycle,1.0,No,Metropolitian,24,15,6.218
36.0,4.7,Cloudy,Low,2,Snack,scooter,1.0,No,Urban,16,10,3.074
30.0,4.3,Windy,Jam,0,Snack,motorcycle,2.0,No,Metropolitian,42,19,20.854
20.0,4.9,Cloudy,High,1,Drinks,motorcycle,2.0,No,Metropolitian,31,12,1.573
28.0,4.7,Fog,Jam,1,Snack,scooter,2.0,No,Metropolitian,31,21,10.906
36.0,4.0,Windy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,33,10,3.145
20.0,4.7,Stormy,Low,2,Drinks,scooter,2.0,No,Metropolitian,16,23,7.762
22.0,4.7,Windy,Low,0,Buffet,motorcycle,2.0,No,Metropolitian,16,23,16.854
28.0,4.7,Sandstorms,Medium,1,Buffet,motorcycle,2.0,No,Metropolitian,25,18,17.097
34.0,4.8,Cloudy,Low,2,Buffet,scooter,2.0,No,Metropolitian,18,8,1.52
25.0,4.8,Windy,Medium,1,Drinks,scooter,1.0,No,Metropolitian,26,18,16.66
38.0,5.0,Sandstorms,Jam,1,Meal,scooter,2.0,No,Metropolitian,34,21,7.632
34.0,3.5,Windy,Medium,2,Snack,motorcycle,2.0,No,Metropolitian,32,17,11.918
24.0,4.9,Windy,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,22,19,16.66
33.0,4.6,Windy,Jam,0,Snack,motorcycle,3.0,Yes,Urban,50,21,13.583
21.0,4.6,Stormy,High,1,Snack,scooter,2.0,No,Urban,16,12,3.027
25.0,4.6,Stormy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,23,17,9.081
23.0,4.9,Windy,High,0,Buffet,motorcycle,2.0,No,Metropolitian,19,14,6.059
34.0,4.9,Stormy,Low,1,Snack,motorcycle,2.0,No,Metropolitian,25,22,7.325
25.0,4.7,Fog,Medium,2,Snack,scooter,2.0,No,Metropolitian,37,18,10.757
28.0,4.9,Sandstorms,Low,2,Drinks,scooter,1.0,No,Metropolitian,10,22,13.481
34.0,3.7,Stormy,Jam,1,Buffet,scooter,2.0,No,Metropolitian,34,21,16.852
24.0,4.5,Stormy,Low,1,Meal,scooter,2.0,No,Metropolitian,14,23,16.382
31.0,5.0,Cloudy,Jam,1,Buffet,motorcycle,2.0,No,Metropolitian,26,20,9.314
38.0,4.6,Sandstorms,Jam,1,Buffet,scooter,2.0,No,Metropolitian,30,20,9.176
32.0,4.8,Sunny,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,17,17,13.217
28.0,5.0,Sandstorms,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,29,18,13.736
29.0,4.5,Fog,Medium,0,Drinks,motorcycle,2.0,No,Metropolitian,37,19,13.406
28.0,4.8,Sandstorms,Jam,2,Drinks,scooter,1.0,No,Metropolitian,23,20,20.178
39.0,4.8,Windy,Jam,1,Drinks,motorcycle,2.0,No,Metropolitian,30,22,7.772
39.0,4.8,Windy,Jam,1,Buffet,scooter,2.0,No,Metropolitian,29,20,11.008
26.0,4.8,Windy,Low,2,Buffet,scooter,1.0,No,Metropolitian,14,10,3.025
33.0,4.8,Stormy,Low,2,Buffet,scooter,2.0,No,Metropolitian,28,23,4.539
37.0,4.9,Sandstorms,Jam,1,Drinks,scooter,1.0,No,Metropolitian,27,20,4.494
24.0,4.6,Sandstorms,Low,0,Snack,motorcycle,2.0,No,Metropolitian,16,23,14.022
36.0,5.0,Sandstorms,Jam,0,Meal,motorcycle,3.0,No,Metropolitian,43,19,12.21
22.0,4.7,Fog,Medium,0,Snack,motorcycle,4.0,No,Metropolitian,44,17,13.631
21.0,4.6,Stormy,Medium,0,Meal,motorcycle,2.0,No,Metropolitian,22,19,4.611
29.0,5.0,Windy,Low,1,Buffet,scooter,2.0,No,Urban,16,22,7.601
33.0,4.7,Fog,Low,2,Drinks,scooter,2.0,No,Metropolitian,18,8,3.105
27.0,4.1,Stormy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,16,10,3.019
28.0,4.7,Windy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,24,17,19.976
30.0,4.2,Cloudy,Jam,1,Buffet,motorcycle,2.0,No,Metropolitian,46,19,10.641
22.0,4.8,Sunny,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,26,18,12.58
20.0,4.9,Stormy,Medium,1,Drinks,scooter,2.0,No,Urban,17,17,10.906
31.0,4.4,Sandstorms,Jam,0,Buffet,motorcycle,2.0,No,Metropolitian,44,20,10.867
36.0,4.6,Fog,Medium,2,Drinks,scooter,2.0,No,Metropolitian,17,19,4.561
39.0,4.9,Windy,Jam,0,Snack,motorcycle,3.0,No,Urban,43,21,11.918
32.0,4.7,Fog,Low,0,Meal,motorcycle,2.0,No,Metropolitian,41,23,16.903
23.0,4.2,Windy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,34,18,11.008
30.0,3.8,Windy,Jam,2,Buffet,scooter,2.0,Yes,Metropolitian,40,20,12.162
26.0,4.7,Windy,Low,2,Meal,scooter,1.0,No,Urban,16,8,3.025
24.0,4.7,Cloudy,High,1,Buffet,motorcycle,2.0,No,Metropolitian,23,12,1.555
21.0,4.9,Stormy,High,2,Buffet,motorcycle,1.0,No,Urban,13,11,1.52
23.0,4.6,Stormy,Medium,2,Drinks,scooter,2.0,No,Metropolitian,29,18,4.674
22.0,4.9,Sandstorms,High,1,Meal,motorcycle,2.0,No,Metropolitian,24,11,3.041
39.0,4.5,Cloudy,Medium,2,Drinks,motorcycle,2.0,No,Metropolitian,16,18,4.561
32.0,4.1,Stormy,Jam,1,Drinks,scooter,2.0,No,Metropolitian,34,20,7.761
25.0,4.7,Stormy,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,20,19,16.389
30.0,5.0,Fog,High,1,Snack,motorcycle,2.0,No,Metropolitian,28,15,6.081
25.0,4.8,Fog,Medium,2,Drinks,scooter,1.0,No,Metropolitian,30,18,20.182
26.0,4.7,Stormy,Low,2,Snack,scooter,1.0,No,Metropolitian,14,22,14.022
30.0,4.6,Windy,High,2,Snack,motorcycle,2.0,No,Urban,30,14,6.232
31.0,4.3,Windy,Low,0,Drinks,motorcycle,2.0,No,Metropolitian,25,9,2.977
33.0,4.8,Sunny,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,28,23,12.1
20.0,5.0,Sunny,Low,1,Drinks,scooter,1.0,No,Metropolitian,17,23,9.177
36.0,4.3,Windy,Jam,1,Meal,scooter,2.0,No,Urban,33,20,20.206
20.0,4.9,Sandstorms,Medium,0,Snack,motorcycle,2.0,No,Metropolitian,36,17,13.79
38.0,4.1,Sandstorms,Jam,2,Snack,scooter,3.0,No,Metropolitian,38,20,14.153
37.0,4.7,Cloudy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,25,21,9.088
28.0,5.0,Fog,Jam,2,Buffet,scooter,3.0,No,Metropolitian,40,20,16.385
39.0,3.5,Cloudy,Low,2,Meal,motorcycle,1.0,No,Urban,32,22,12.42
31.0,4.0,Cloudy,Jam,1,Snack,scooter,1.0,No,Metropolitian,42,21,12.294
30.0,4.9,Sunny,Low,0,Snack,motorcycle,2.0,No,Urban,27,23,7.683
27.0,4.9,Sandstorms,Jam,2,Drinks,motorcycle,2.0,No,Metropolitian,25,21,13.622
30.0,4.9,Sandstorms,Low,2,Drinks,motorcycle,2.0,No,Metropolitian,24,24,7.661
29.0,4.5,Cloudy,Jam,2,Snack,scooter,2.0,No,Urban,30,21,20.184
35.0,4.5,Windy,Low,0,Meal,motorcycle,2.0,No,Metropolitian,22,22,19.343
34.0,4.9,Windy,High,0,Snack,motorcycle,1.0,No,Metropolitian,31,12,3.026
37.0,4.8,Stormy,Low,2,Buffet,scooter,2.0,No,Metropolitian,16,22,12.464
34.0,4.9,Sunny,Jam,0,Meal,motorcycle,2.0,No,Metropolitian,25,20,4.469
31.0,4.9,Cloudy,Low,1,Buffet,scooter,1.0,No,Metropolitian,16,11,3.145
23.0,4.1,Fog,Jam,2,Meal,scooter,2.0,No,Metropolitian,32,21,9.22
29.0,4.7,Sunny,Medium,0,Snack,motorcycle,2.0,No,Metropolitian,20,18,7.563
20.0,4.9,Stormy,Low,1,Meal,motorcycle,2.0,No,Urban,11,8,3.145
26.0,4.1,Sandstorms,Low,0,Meal,motorcycle,2.0,No,Urban,21,23,9.192
34.0,4.5,Cloudy,Jam,0,Snack,motorcycle,3.0,Yes,Urban,44,19,12.58
34.0,4.9,Fog,Low,1,Snack,motorcycle,2.0,No,Metropolitian,19,23,7.632
21.0,4.7,Stormy,Jam,2,Buffet,scooter,2.0,No,Metropolitian,11,19,4.596
35.0,4.6,Windy,Low,0,Snack,motorcycle,2.0,No,Urban,23,23,10.906
20.0,4.7,Stormy,Low,2,Snack,scooter,1.0,No,Metropolitian,12,22,16.384
24.0,4.1,Cloudy,Jam,2,Buffet,scooter,2.0,No,Metropolitian,39,20,19.884
25.0,4.5,Windy,High,1,Snack,scooter,2.0,No,Urban,16,14,6.211
22.0,4.8,Cloudy,Low,2,Drinks,scooter,2.0,No,Urban,17,22,4.59
38.0,4.7,Windy,Medium,1,Meal,motorcycle,1.0,No,Urban,24,18,13.58
29.0,4.3,Cloudy,High,1,Meal,scooter,2.0,No,Urban,33,12,6.211
24.0,4.8,Sandstorms,Medium,1,Snack,scooter,2.0,No,Urban,29,19,17.079
36.0,4.8,Fog,Medium,0,Buffet,motorcycle,2.0,No,Metropolitian,42,17,20.555
31.0,4.7,Windy,Low,2,Buffet,scooter,2.0,No,Metropolitian,28,22,7.447
20.0,4.8,Fog,Jam,1,Snack,scooter,2.0,No,Metropolitian,25,20,4.663
25.0,4.6,Sunny,Medium,1,Snack,scooter,1.0,No,Metropolitian,16,18,7.55
23.0,5.0,Sandstorms,Low,1,Meal,scooter,2.0,No,Urban,11,24,17.079
39.0,4.7,Cloudy,Medium,0,Buffet,motorcycle,3.0,No,Urban,34,18,7.447
21.0,4.7,Cloudy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,35,19,17.098
32.0,4.7,Stormy,Medium,2,Drinks,scooter,2.0,No,Metropolitian,25,16,6.05
36.0,4.9,Sunny,Jam,1,Drinks,motorcycle,2.0,No,Metropolitian,15,20,19.619
38.0,4.8,Cloudy,Jam,1,Snack,motorcycle,4.0,No,Metropolitian,49,20,10.906
34.0,4.3,Sandstorms,Medium,0,Snack,motorcycle,2.0,No,Metropolitian,35,18,17.078
23.0,2.5,Sunny,Low,1,Buffet,motorcycle,2.0,No,Metropolitian,34,24,16.721
32.0,3.6,Stormy,Jam,2,Meal,scooter,2.0,No,Urban,39,20,20.207
31.0,4.8,Fog,Low,0,Meal,motorcycle,2.0,No,Metropolitian,26,10,1.552
